,CLIA,FACILITY_TYPE,CERTIFICATE_TYPE,LAB_NAME,STREET,CITY,STATE,ZIP,PHONE,Contact,Touch 1,Touch 2,Touch 3,Touch 4,Call Tag 1,Call Tag 2
72208,39D2174594,Hospital,Microscopy,University Of Pittsburgh Medical Center,"200 Lothrop St, Room F1141 4",Pittsburgh,PA,15213,(412) 647-3118,nan,nan,nan,nan,nan,nan,nan
72209,44D2153949,Physician Office,Microscopy,University Health Systems,305 N Broad Street,New Tazewell,TN,37825,(865) 305-9799,nan,nan,nan,nan,nan,nan,nan
72210,46D2174530,Hospital,Microscopy,Sugar House Health Center Dermatology,1280 E Stringham Avenue,Salt Lake City,UT,84106,(801) 585-1854,nan,nan,nan,nan,nan,nan,nan
72211,49D2174935,Physician Office,Microscopy,Sentara Medical Group -,4439 Virginia Beach Blvd,Virginia Beach,VA,23462,(757) 252-0590,nan,nan,nan,nan,nan,nan,nan
72212,45D2020654,Physician Office,Registration,Progressive Womens Health,"308 S Friendswood Dr, Suite 110",Friendswood,TX,77546,(281) 993-4072,nan,nan,nan,nan,nan,nan,nan
72213,42D2131897,Physician Office,Microscopy,Phusc Mg Urology,"2 Medical Park, Suite 300",Columbia,SC,29203,(803) 434-4790,nan,nan,nan,nan,nan,nan,nan
72214,50D2174778,Physician Office,Compliance,Northwest Medical Specialty - Puyallup,2940 S Meridian,Puyallup,WA,98373-1428,(253) 428-8700,nan,nan,nan,nan,nan,nan,nan
72215,44D2051887,Physician Office,Microscopy,"Nephrology Associates, Pc","5073 Columbia Pike, Suite 210",Spring Hill,TN,37174,(615) 356-4111,nan,nan,nan,nan,nan,nan,nan
72216,45D2174782,Physician Office,Registration,Mercy Wellness Clinic,18568 Forty Six Parkway,Spring Branch,TX,78070,(830) 438-9300,nan,nan,nan,nan,nan,nan,nan
72217,50D2175552,Hospital,Accreditation,Malaria Molecular Diagnostic Laboratory,"750 Republican St Bldg F, F891g",Seattle,WA,98109,(206) 685-6162,nan,nan,nan,nan,nan,nan,nan
72218,39D2174477,Physician Office,Microscopy,Lvpp - Specialties,"401 N 17th Street, Suite 311",Allentown,PA,18104,(610) 969-4470,nan,nan,nan,nan,nan,nan,nan
72219,39D2120613,Physician Office,Microscopy,Jefferson Family Medicine Associates,834 Walnut Street Suite 110,Philadelphia,PA,19107,(215) 955-7190,nan,nan,nan,nan,nan,nan,nan
72221,45D1027253,Physician Office,Microscopy,Edward J Lazaga MD,1222 Mccullough Suite 101,San Antonio,TX,78212,(210) 223-4140,nan,nan,nan,nan,nan,nan,nan
72222,51D2174513,Physician Office,Microscopy,Boone Memorial Hospital Specialty Clinic,710 Madison Avenue,Madison,WV,25130,(304) 369-1230,nan,nan,nan,nan,nan,nan,nan
72223,50D2174462,Physician Office,Microscopy,Blue Spark Health,11607 State Route 302 Nw,Gig Harbor,WA,98329,(253) 525-1080,nan,nan,nan,nan,nan,nan,nan
72224,45D2174830,Hospital,Registration,Baptist Emergency Hospital - Kelly,806 Cupples,San Antonio,TX,78237,(210) 288-7024,nan,nan,nan,nan,nan,nan,nan
72226,36D2175329,Independent,Registration,Dermatopathology Laboratory Of Central States,2534 Millville Shandon Rd,Hamilton,OH,45013,(937) 434-2351,nan,nan,nan,nan,nan,nan,nan
72227,45D2174837,Independent,Registration,Choice Clinical Laboratory LLC,"1603 Babcock Road, Suite 102",San Antonio,TX,78229,(631) 805-4406,nan,nan,nan,nan,nan,nan,nan
72229,01D2175645,Physician Office,Registration,Renew Family Dermatology,1403 Old Water Works Road Sw,Fort Payne,AL,35968,(256) 979-1250,nan,nan,nan,nan,nan,nan,nan
72231,03D1085153,Physician Office,Registration,Dr Liz Cruz Partners In Digestive Health,"4110 N 108th Ave, Ste 105",Phoenix,AZ,85037,(623) 772-6999,nan,nan,nan,nan,nan,nan,nan
72232,05D2175000,Physician Office,Microscopy,Skinsafe Dermatology And Skin Care,239 South La Cienega Boulevard Suite,Beverly Hills,CA,90211,(424) 302-0394,nan,nan,nan,nan,nan,nan,nan
72233,05D2174772,Physician Office,Registration,Pacific Coast Gastroenterology Inc,18 Endeavor Ste 204,Irvine,CA,92618,(949) 727-2035,nan,nan,nan,nan,nan,nan,nan
72234,14D2175394,Physician Office,Microscopy,Springfield Clinic Effingham Dermatology,801 W Temple Ave,Effingham,IL,62401,(217) 582-7541,nan,nan,nan,nan,nan,nan,nan
72236,23D2174883,Physician Office,Microscopy,Violet Skies Family Health,9028 Rodgers Court Suite E2,Caledonia,MI,49316,(616) 826-5424,nan,nan,nan,nan,nan,nan,nan
72237,23D2174601,Physician Office,Microscopy,"Forefront Dermatology, S C",25500 Meadowbrook Road Suite 180,Novi,MI,48375,(248) 940-1927,nan,nan,nan,nan,nan,nan,nan
72238,26D2174857,Physician Office,Registration,"Meramec Dermatology, LLC",3783 Vogel Rd,Arnold,MO,63010,(636) 751-0995,nan,nan,nan,nan,nan,nan,nan
72240,34D2175331,Physician Office,Microscopy,Gaston Medical Partner,924 Cox Road,Gastonia,NC,28054,(704) 650-6534,nan,nan,nan,nan,nan,nan,nan
72241,34D2174706,Physician Office,Registration,Southern Oncology Specialists,"146 Medical Park Road, Suite 250",Mooresville,NC,28117,(704) 947-5005,nan,nan,nan,nan,nan,nan,nan
72242,33D2175509,Physician Office,Registration,Cathy J Berry MD Pc & Associates,101 Pine Street,Syracuse,NY,13210,(315) 671-3100,nan,nan,nan,nan,nan,nan,nan
72244,36D1097096,Physician Office,Registration,Pro-Health Services LLC,2975 Donnylane Blvd,Columbus,OH,43235,(614) 442-2600,nan,nan,nan,nan,nan,nan,nan
72245,44D2175248,Physician Office,Registration,Pediatric Clinic Hardin Valley,2587 Willow Point Way,Knoxville,TN,37931,(865) 824-1522,nan,nan,nan,nan,nan,nan,nan
72246,44D2175253,Physician Office,Registration,Pediatric Clinic West At Huxley,125 Huxley Rd,Knoxville,TN,37922,(865) 518-0084,nan,nan,nan,nan,nan,nan,nan
72247,44D2175258,Physician Office,Registration,Pediatric Clinic Seymour,11021 Chapman Hwy,Seymour,TN,37865,(865) 205-3028,nan,nan,nan,nan,nan,nan,nan
72248,45D2175158,Physician Office,Registration,"Karan Madan, MD, Pa",1332 Pin Oak Road,Katy,TX,77494,(713) 714-7192,nan,nan,nan,nan,nan,nan,nan
72249,50D2175720,Physician Office,Compliance,Spine Team Spokane,1123 N Evergreen Rd,Spokane Valley,WA,99216-1138,(509) 363-3100,nan,nan,nan,nan,nan,nan,nan
72251,01D2175789,Independent,Registration,American Esoteric Lab-Birmingham,"201 London Parkway, Suite 300",Birmingham,AL,35211,(205) 588-4514,nan,nan,nan,nan,nan,nan,nan
72253,06D2174771,Independent,Registration,"Virtual Scientific, Inc - Colorado Springs",4876 Steamboat Lake Court,Colorado Springs,CO,80924,(832) 588-7963,nan,nan,nan,nan,nan,nan,nan
72255,07D2175400,Independent,Registration,Quest Diagnostics,250 N Main St,Manchester,CT,6042,(860) 533-9373,nan,nan,nan,nan,nan,nan,nan
72256,07D2175398,Independent,Registration,Quest Diagnostics,5 Founders St,Willimantic,CT,6226,(860) 456-5310,nan,nan,nan,nan,nan,nan,nan
72257,07D2175391,Independent,Registration,Quest Diagnostics,74 Mack St,Windsor,CT,6095,(860) 298-9088,nan,nan,nan,nan,nan,nan,nan
72260,11D2175891,Independent,Registration,Laboratory Corporation Of America Holdings,120 B Carter Avenue,Blackshear,GA,31516,(912) 449-4420,nan,nan,nan,nan,nan,nan,nan
72261,12D2175900,Independent,Registration,Prelude-Hawaii,92-1083 Koio Drive Apt C,Kapolei,HI,96707-4284,(412) 848-0337,nan,nan,nan,nan,nan,nan,nan
72264,22D2176360,Independent,Registration,Solid Diagnostics Inc,281 Cambridge St,Burlington,MA,1803,(781) 365-1856,nan,nan,nan,nan,nan,nan,nan
72265,22D2176388,Independent,Registration,Key Biologics LLC,672 Suffolk St,Lowell,MA,1854,(978) 364-2130,nan,nan,nan,nan,nan,nan,nan
72267,23D2176545,Independent,Registration,"Prime Diagnostics Lab, Inc",4245 S Beech Daly Street Suite 201,Dearborn Heights,MI,48125,(313) 914-4276,nan,nan,nan,nan,nan,nan,nan
72270,33D2047612,Independent,Compliance,Geno-Path Diagnostic Labs Inc,211 Westwood Ave,Staten Island,NY,10314,(631) 579-7158,nan,nan,nan,nan,nan,nan,nan
72275,40D2175978,Independent,Registration,Laboratorio Clinico Borinquen-Rio Hondo,"Avenida Comerio Y Pr-22, Edificio Caribbean",Bayamon,PR,961,(787) 785-0330,nan,nan,nan,nan,nan,nan,nan
72281,45D2176552,Independent,Registration,"Gene Street, LLC","11455 Fallbrook Drive, Suite 102",Houston,TX,77065,(516) 765-6449,nan,nan,nan,nan,nan,nan,nan
72283,45D2175680,Independent,Registration,Genalyte Distributed Laboratory Tx 3,808 Keller Pkwy Suite L,Keller,TX,76248,(858) 956-1200,nan,nan,nan,nan,nan,nan,nan
72287,46D2174839,Independent,Registration,Springville Dermatology + Diagnositcs,1190 North Main Street Suite 6,Springville,UT,84663,(801) 404-2762,nan,nan,nan,nan,nan,nan,nan
72288,50D2176641,Independent,Compliance,Incyte Pathology - Inland Imagery Branch,5715 N Lidgerwood St,Spokane,WA,99208-1225,(509) 892-2700,nan,nan,nan,nan,nan,nan,nan
72289,05D2147370,Hospital,Registration,Vibra Rehabilatation Hospital Of Rancho Mirage,70077 Ramon Road,Rancho Mirage,CA,92270,(760) 895-6600,nan,nan,nan,nan,nan,nan,nan
72290,12D2176572,Hospital,Registration,Hilo Medical Center Angio Lab,1190 Waianuenue Ave,Hilo,HI,96720,(808) 932-3000,nan,nan,nan,nan,nan,nan,nan
72291,19D2176483,Hospital,Registration,St Tammany Toxicology Laboratory,"1202 S Tyler St, 1st Floor",Covington,LA,70433,(985) 898-4584,nan,nan,nan,nan,nan,nan,nan
72292,23D2175591,Hospital,Registration,Surgeons Choice Medical Center,26154 Woodward Ave Ste 3,Royal Oak,MI,48067,(855) 698-2941,nan,nan,nan,nan,nan,nan,nan
72293,31D2175493,Hospital,Registration,Inspira Medical Center Mullica Hill,700 Mullica Hill Road,Mullica Hill,NJ,8062,(856) 575-4500,nan,nan,nan,nan,nan,nan,nan
72294,39D2175458,Hospital,Registration,Upmc Carlisle Point Of Care,361 Alexander Spring Road,Carlisle,PA,17015,(717) 960-3337,nan,nan,nan,nan,nan,nan,nan
72295,45D2161352,Hospital,Registration,Southcross Hospital LLC,4243 E Southcross Blvd,San Antonio,TX,78222,(210) 901-5039,nan,nan,nan,nan,nan,nan,nan
72296,45D2176091,Hospital,Registration,"Hospitals Of Providence Spine & Pain, The","1755 Curie Drive, Suite A",El Paso,TX,79902,(915) 747-1350,nan,nan,nan,nan,nan,nan,nan
72297,45D2175877,Hospital,Registration,Texas Health Hospital Frisco,12400 Dallas Parkway,Frisco,TX,75033,(469) 495-2533,nan,nan,nan,nan,nan,nan,nan
72298,45D2176669,Hospital,Registration,"Ad Hospital East, LLC Dba River Oaks Hospital &",4200 Twelve Oaks Drive,Houston,TX,77027,(713) 980-7900,nan,nan,nan,nan,nan,nan,nan
72300,46D2174736,Hospital,Registration,Kpc Promise Hospital Of Salt Lake,4252 Birkhill Blvd,Murray,UT,84107,(385) 425-0070,nan,nan,nan,nan,nan,nan,nan
72302,50D2175974,Hospital,Compliance,Swedish Edmonds (Point Of Care),21601 76th Ave W,Edmonds,WA,98026-7507,(425) 640-4179,nan,nan,nan,nan,nan,nan,nan
72303,02D2173105,Physician Office,Registration,Arete Family Medicine Anchorage,"3801 University Lake, Ste 301",Anchorage,AK,99508,(907) 777-1850,nan,nan,nan,nan,nan,nan,nan
72304,01D2176697,Physician Office,Microscopy,Robert Cater MD Pc,1425 Greenbrier Dear Road,Anniston,AL,36207,(256) 770-4327,nan,nan,nan,nan,nan,nan,nan
72306,01D2176351,Physician Office,Microscopy,"Southeastern Urology, P C","4300 West Main Street, Suite 102",Dothan,AL,36305,(334) 793-9564,nan,nan,nan,nan,nan,nan,nan
72309,01D2039306,Physician Office,Registration,Oxford Primary Care,430 Snow St,Oxford,AL,36203,(256) 832-8802,nan,nan,nan,nan,nan,nan,nan
72310,04D0962244,Physician Office,Microscopy,Obgyn Associates Of South Arkansas,"1609 W 40th, Suite 204",Pine Bluff,AR,71603,(870) 534-3608,nan,nan,nan,nan,nan,nan,nan
72311,03D2092106,Physician Office,Registration,Center For Dermatology & Plastic Surgery,"11209 Tatum Blvd, Ste 175",Phoenix,AZ,85028,(480) 905-4845,nan,nan,nan,nan,nan,nan,nan
72312,03D2176244,Physician Office,Microscopy,Aoa - Midtown Obgyn,530 E Thomas,Phoenix,AZ,85012,(602) 422-9000,nan,nan,nan,nan,nan,nan,nan
72313,03D2176133,Physician Office,Microscopy,Contemporary Obstetrics & Gynecology Of,20401 N 73rd Street Suite 295,Scottsdale,AZ,85255,(480) 538-1333,nan,nan,nan,nan,nan,nan,nan
72314,03D2157931,Physician Office,Microscopy,Banner - University Medical Group,7355 S Houghton Rd Ste 208,Tucson,AZ,85747,(520) 694-1045,nan,nan,nan,nan,nan,nan,nan
72315,03D2175116,Physician Office,Registration,Oncology Institute Of Hope And Innovation,1701 W St Mary's Rd Ste 100,Tucson,AZ,85745,(520) 276-2270,nan,nan,nan,nan,nan,nan,nan
72317,03D2143126,Physician Office,Registration,Ymrc Pediatrics,2359 S 22nd Dr Ste 2,Yuma,AZ,85364,(928) 336-2131,nan,nan,nan,nan,nan,nan,nan
72318,03D2152773,Physician Office,Registration,Yrmc Primary Care Foothills,11142 S Scottsdale Dr,Yuma,AZ,85367,(928) 336-2131,nan,nan,nan,nan,nan,nan,nan
72319,03D2158803,Physician Office,Registration,Ymrc Pediatric And Internal Medicine,"2851 S Avenue B, Bldg #12, Ste 1201",Yuma,AZ,85364,(928) 336-2131,nan,nan,nan,nan,nan,nan,nan
72320,05D2176975,Physician Office,Microscopy,One Medical With Providence,10250 Santa Monica Blvd,Los Angeles,CA,90067,(310) 300-1059,nan,nan,nan,nan,nan,nan,nan
72321,05D2176978,Physician Office,Microscopy,One Medical With Providence,10000 West Washington Blvd,Culver City,CA,90232,(610) 500-2045,nan,nan,nan,nan,nan,nan,nan
72322,05D2174774,Physician Office,Registration,Chan Soon-Shiong Institute For Medicine,1640 Newport Blvd Ste 320,Costa Mesa,CA,92627,(213) 266-5600,nan,nan,nan,nan,nan,nan,nan
72323,05D0599036,Physician Office,Microscopy,Hayward Family Care,27206 Calaroga Avenue #207,Hayward,CA,94545,(510) 887-4711,nan,nan,nan,nan,nan,nan,nan
72324,06D2176031,Physician Office,Microscopy,Silt Family Practice,2001 N Horseshoe,Silt,CO,81652,(970) 876-5700,nan,nan,nan,nan,nan,nan,nan
72325,07D0096770,Physician Office,Registration,Connecticut Gastroenterology Consultants Pc,"800 Boston Post Rd, Bldg 2, Ste 201",Guilford,CT,6437,(203) 777-0304,nan,nan,nan,nan,nan,nan,nan
72327,10D2152106,Physician Office,Microscopy,Orlando Health Physician Associates,1578 W Orange Blossom Trail,Apopka,FL,32712,(407) 635-3240,nan,nan,nan,nan,nan,nan,nan
72328,10D0287276,Physician Office,Registration,Schorr & Feder Dpm Pa,715 W Boynton Beach Blvd Suite F,Boynton Beach,FL,33426,(561) 734-3100,nan,nan,nan,nan,nan,nan,nan
72329,10D2123253,Physician Office,Microscopy,David Lubetkin MD,1001 Nw 13th St Ste 101a,Boca Raton,FL,33486,(561) 300-0600,nan,nan,nan,nan,nan,nan,nan
72331,10D2175474,Physician Office,Registration,Hope Regional Cancer Center,2900 S Highway 77,Lynn Haven,FL,32444,(850) 481-1687,nan,nan,nan,nan,nan,nan,nan
72332,10D2176418,Physician Office,Microscopy,Uf Health Family Medicine Crystal Springs,11043 Crystal Springs Road Suite 14,Jacksonville,FL,32221,(904) 427-8550,nan,nan,nan,nan,nan,nan,nan
72333,10D2176166,Physician Office,Microscopy,Orlando Health Physician Associates,1170 Cypress Glen Circle,Kissimmee,FL,34741,(407) 635-3225,nan,nan,nan,nan,nan,nan,nan
72334,10D2021742,Physician Office,Microscopy,Advanced Dermatology And Cosmetic Surgery,260 Lookout Pl Ste 103,Maitland,FL,32751,(407) 373-0700,nan,nan,nan,nan,nan,nan,nan
72335,10D2176468,Physician Office,Registration,Coastal Foot & Ankle Center,1205 Piper Blvd Suite 102,Naples,FL,34110,(239) 596-7024,nan,nan,nan,nan,nan,nan,nan
72336,10D2174873,Physician Office,Registration,Southwest Cancer Center,7436 Docs Grove Circle,Orlando,FL,32819,(407) 426-8660,nan,nan,nan,nan,nan,nan,nan
72337,10D2175385,Physician Office,Registration,Divani Dermatology LLC,8745 Us Hwy 1,Sebastian,FL,32958,(772) 217-5362,nan,nan,nan,nan,nan,nan,nan
72338,10D2175378,Physician Office,Microscopy,Uf Health - Wildlight,76011 Williams Burgess Blvd - Second Floor,Yulee,FL,32097,(904) 427-8471,nan,nan,nan,nan,nan,nan,nan
72339,10D2175403,Physician Office,Microscopy,Uf Health Wildlight,76011 William Burgess Blvd - First Floor,Yulee,FL,32097,(904) 427-8471,nan,nan,nan,nan,nan,nan,nan
72340,11D2175017,Physician Office,Registration,"Metroderm, Pc - Buckhead","3193 Howell Mill Road, Nw, Suite 220",Atlanta,GA,30327,(404) 257-9933,nan,nan,nan,nan,nan,nan,nan
72341,11D2174472,Physician Office,Microscopy,"Vidalia Womens Center, LLC",278 South Main Street,Baxley,GA,31513,(912) 537-1014,nan,nan,nan,nan,nan,nan,nan
72342,11D2175449,Physician Office,Microscopy,Georgia Urology - Naua Lawrenceville,"631 Professional Drive, Suite 490",Lawrenceville,GA,30046,(770) 995-0424,nan,nan,nan,nan,nan,nan,nan
72343,11D2175922,Physician Office,Microscopy,"Inspire Ob/Gyn, LLC","5400 Laurel Springs Parkway, Suite 1403",Suwanee,GA,30024,(404) 303-1224,nan,nan,nan,nan,nan,nan,nan
72344,16D2175327,Physician Office,Microscopy,Douglas A Layton Do Pllc,"1010 S 3rd Street, Suite 1a",Polk City,IA,50226,(515) 205-4613,nan,nan,nan,nan,nan,nan,nan
72345,16D2175205,Physician Office,Microscopy,"Mercy Specialty Clinics, Urology Muscatine",2104 Cedarwood Drive Suite 201,Muscatine,IA,52761,(319) 338-1197,nan,nan,nan,nan,nan,nan,nan
72346,16D2174451,Physician Office,Microscopy,Radiant Complexions Dermatology Clinic - Norwalk,"1327 Sunset Drive, Suite 200",Norwalk,IA,50211,(515) 981-7030,nan,nan,nan,nan,nan,nan,nan
72347,16D0384916,Physician Office,Registration,Cedar Valley Digestive Health Center,1015 S Hackett Rd,Waterloo,IA,50701,(319) 234-5990,nan,nan,nan,nan,nan,nan,nan
72348,16D2158395,Physician Office,Microscopy,The Iowa Clinic - Waukee North,842 Ne Alice's Road,Waukee,IA,50263,(515) 720-0978,nan,nan,nan,nan,nan,nan,nan
72350,15D2171456,Physician Office,Microscopy,Ascension St Vincent Ymca,516 Court Street,Evansville,IN,47708,(812) 485-2121,nan,nan,nan,nan,nan,nan,nan
72351,15D2175114,Physician Office,Microscopy,"Urology Of Indiana, LLC","14300 E 138th Street, Building A",Fishers,IN,46037,(317) 807-1241,nan,nan,nan,nan,nan,nan,nan
72352,15D2175453,Physician Office,Microscopy,Urology Associates Of Elkhart,1302 College Ave Suite 2,Goshen,IN,46526,(574) 295-1131,nan,nan,nan,nan,nan,nan,nan
72353,18D2175622,Physician Office,Registration,Norton Community Medical Associates,2412 Ring Road Suite 200,Elizabethtown,KY,42701,(270) 765-5926,nan,nan,nan,nan,nan,nan,nan
72354,18D0671940,Physician Office,Registration,Norton Community Medical Associates,1720 West Broadway Suite 107,Louisville,KY,40203,(502) 340-5900,nan,nan,nan,nan,nan,nan,nan
72355,18D2175970,Physician Office,Microscopy,Lexington Womens Health,615 East Brannon Road Suite 200,Nicholasville,KY,40356,(859) 264-8811,nan,nan,nan,nan,nan,nan,nan
72356,18D2090590,Physician Office,Registration,"Renew Labs, LLC",286 Us Highway 23 North,Prestonsburg,KY,41653,(606) 454-4363,nan,nan,nan,nan,nan,nan,nan
72358,19D2158861,Physician Office,Microscopy,Children's Hospital Metairie Ridgelake Center,2121 Ridgelake Drive,Metairie,LA,70001,(504) 896-9812,nan,nan,nan,nan,nan,nan,nan
72359,19D2059403,Physician Office,Registration,Fairbanks Orthopedic Center,"107 Front Street, Suite 2134",Vidalia,LA,71373,(318) 336-2212,nan,nan,nan,nan,nan,nan,nan
72361,21D2176505,Physician Office,Microscopy,Washington Nephrology Associates,5445 Loch Raven Blvd,Baltimore,MD,21239,(410) 855-4447,nan,nan,nan,nan,nan,nan,nan
72362,21D2175364,Physician Office,Registration,"Hagerstown Gastroenterology, Cp Choudari, P A","11110 Medical Campus Rd, Suite 242",Hagerstown,MD,21742,(240) 513-7072,nan,nan,nan,nan,nan,nan,nan
72363,21D2175030,Physician Office,Registration,Advanced Dermatology Of Maryland,101 Centennial Street,Laplata,MD,20646,(301) 292-6010,nan,nan,nan,nan,nan,nan,nan
72364,21D0976669,Physician Office,Microscopy,Hovik Taymoorian Do Pa,8028 Ritchie Highway Suite 126,Pasadena,MD,21122,(410) 768-6702,nan,nan,nan,nan,nan,nan,nan
72365,21D2175370,Physician Office,Registration,Rockville Internal Medicine Group Pa,1201 Seven Locks Rd Suite 111,Rockville,MD,20854,(301) 762-5020,nan,nan,nan,nan,nan,nan,nan
72366,21D2176525,Physician Office,Microscopy,Exceptional Primary & Preventive Health Care,10301 Georgia Avenue #209,Silver Spring,MD,20902,(240) 641-4944,nan,nan,nan,nan,nan,nan,nan
72367,23D0904211,Physician Office,Microscopy,Family Medical Care - Breckenridge,302 W Chestnut Street,Breckenridge,MI,48615,(989) 842-3118,nan,nan,nan,nan,nan,nan,nan
72368,23D2174572,Physician Office,Microscopy,Iha East Brighton Family Care,5505 S Old Us 23 Suite 100,Brighton,MI,48116,(810) 494-6840,nan,nan,nan,nan,nan,nan,nan
72369,23D2176543,Physician Office,Registration,Stephen Olsen,2121 S Main Street,Brooklyn,MI,49230,(734) 712-3161,nan,nan,nan,nan,nan,nan,nan
72373,23D2176289,Physician Office,Microscopy,Bronson Lakeview Outpatient Center,451 Health Pkwy,Paw Paw,MI,49079,(269) 250-4575,nan,nan,nan,nan,nan,nan,nan
72374,26D2175476,Physician Office,Microscopy,Washington University Pediatric Specialist,"1224 Graham Rd, Gmc2 Suite 2010",Florissant,MO,63031,(314) 454-2115,nan,nan,nan,nan,nan,nan,nan
72375,25D2174889,Physician Office,Registration,Medplus Urgent Clinic LLC,1801 Jackson Ave W Ste B104,Oxford,MS,38655-4461,(662) 715-3000,nan,nan,nan,nan,nan,nan,nan
72376,25D2176567,Physician Office,Microscopy,Webb Family Medical Clinic,405 N Main St,Water Valley,MS,38965,(662) 714-4460,nan,nan,nan,nan,nan,nan,nan
72377,34D2176521,Physician Office,Microscopy,Burkhart Pediatric & Adolescent,135 Parkway Office Court,Cary,NC,27518,(919) 525-1358,nan,nan,nan,nan,nan,nan,nan
72378,34D2176227,Physician Office,Microscopy,Atrium Health Dermatology,4525 Cameron Valley Parkway,Charlotte,NC,28211,(704) 355-5100,nan,nan,nan,nan,nan,nan,nan
72379,34D2176518,Physician Office,Microscopy,"Southeast Vulvar Clinic, Pllc","6406 Carmel Road, Suite 309",Charlotte,NC,28226,(704) 367-9777,nan,nan,nan,nan,nan,nan,nan
72381,34D1046223,Physician Office,Registration,Gastroenterology East Pa,2210 Hemby Lane,Greenville,NC,27834,(252) 551-3000,nan,nan,nan,nan,nan,nan,nan
72382,34D0941531,Physician Office,Registration,Gastroenterology Associates Pa,415 North Center St Suite 300,Hickory,NC,28601,(704) 328-3300,nan,nan,nan,nan,nan,nan,nan
72383,34D2176752,Physician Office,Registration,"American Oncology Partners, Pa",11921 South 226 Highway,Spruce Pine,NC,28777,(828) 212-7025,nan,nan,nan,nan,nan,nan,nan
72384,34D2034374,Physician Office,Microscopy,Allmed Clinic Pa,3214 Charles B Root Wynd #213,Raleigh,NC,27612,(919) 781-8781,nan,nan,nan,nan,nan,nan,nan
72386,33D2175472,Physician Office,Registration,Sameer Bashey MD Pllc,387 6th Avenue,Brooklyn,NY,11215,(718) 499-7296,nan,nan,nan,nan,nan,nan,nan
72387,33D2175048,Physician Office,Registration,North Shore Hematology Oncology Associates Pc,8714 57th Road - Ste A,Elmhurst,NY,11373,(718) 651-9398,nan,nan,nan,nan,nan,nan,nan
72388,33D2177176,Physician Office,Compliance,"Pgr Gastro, LLC",457 Alter Avenue,Staten Island,NY,10305,(718) 979-9790,nan,nan,nan,nan,nan,nan,nan
72389,33D2135236,Physician Office,Registration,"Heart And Health, Pllc",6175 Sunrise Highway,Massapequa,NY,11758,(631) 482-1357,nan,nan,nan,nan,nan,nan,nan
72390,33D2172238,Physician Office,Microscopy,One Medical With Mt Sinai,589 Third Ave,New York,NY,10016,(212) 321-7002,nan,nan,nan,nan,nan,nan,nan
72392,33D2175982,Physician Office,Microscopy,One Medical With Mt Sinai,181 E 65th Street,New York,NY,10065,(212) 321-7007,nan,nan,nan,nan,nan,nan,nan
72393,33D2175984,Physician Office,Microscopy,One Medical With Mt Sinai,12 W 48th Street,New York,NY,10036,(212) 321-7004,nan,nan,nan,nan,nan,nan,nan
72394,33D2175987,Physician Office,Microscopy,One Medical With Mt Sinai,114 W 17th Street,New York,NY,10011,(212) 321-7003,nan,nan,nan,nan,nan,nan,nan
72395,33D2176788,Physician Office,Compliance,"Vanguard Gastroenterology, Llp",232 East 30th Street,New York,NY,10016,(212) 889-5544,nan,nan,nan,nan,nan,nan,nan
72396,33D0865950,Physician Office,Microscopy,White Plains Hospital Physician Associates,170 Maple Ave - Suite 104,White Plains,NY,10601-4710,(914) 949-7556,nan,nan,nan,nan,nan,nan,nan
72397,33D2111221,Physician Office,Microscopy,Peconic Bay Primary Medical Care Pc,34 Commerce Drive,Riverhead,NY,11901,(631) 284-9250,nan,nan,nan,nan,nan,nan,nan
72398,36D2175841,Physician Office,Registration,Cedar Ridge Behavioral Health Solutions,841 Steubenville Ave,Cambridge,OH,43725,(855) 692-7247,nan,nan,nan,nan,nan,nan,nan
72399,36D2176026,Physician Office,Microscopy,Far Hills Ob/Gyn,5692 Far Hills Ave,Dayton,OH,45429,(937) 435-6222,nan,nan,nan,nan,nan,nan,nan
72400,36D2171212,Physician Office,Registration,Premier Pain Treatment Institute,1121 Northview Dr,Hillsboro,OH,45133,(513) 454-7246,nan,nan,nan,nan,nan,nan,nan
72401,36D2112111,Physician Office,Registration,Premier Pain Treatment Institute,1301 Mattec Dr,Loveland,OH,45140,(513) 454-7246,nan,nan,nan,nan,nan,nan,nan
72402,36D2176707,Physician Office,Microscopy,"Wilson Care, LLC",143 North Sunset Drive,Piqua,OH,45356,(937) 498-5509,nan,nan,nan,nan,nan,nan,nan
72403,37D2150396,Physician Office,Registration,"Oklahoma Pain Physicians, Pc","4117 Nw 122nd St, Suite C",Oklahoma City,OK,73120,(405) 615-9281,nan,nan,nan,nan,nan,nan,nan
72404,39D2176160,Physician Office,Microscopy,"Dermatology Physicians, Inc",259 N Sixth Street,Columbia,PA,17512,(717) 684-0507,nan,nan,nan,nan,nan,nan,nan
72406,39D2163451,Physician Office,Registration,Upmc Urgent Care Pleasant Hills,617 Clairton Blvd,Pleasant Hills,PA,15236,(412) 215-8135,nan,nan,nan,nan,nan,nan,nan
72407,42D2175186,Physician Office,Microscopy,Beaufort County Memorial Hospital Beaufort,1 Burnt Church Road,Bluffton,SC,29910-6405,(843) 524-3344,nan,nan,nan,nan,nan,nan,nan
72408,42D2175856,Physician Office,Microscopy,"Carolina Family Care, Inc",301 Pearl St,Darlington,SC,29532,(843) 413-6891,nan,nan,nan,nan,nan,nan,nan
